"2024-12-22","Lab_CHN_02","ICSI_01","ICSI_Workstation","10.00","6.45","0.64","3.55","0.00","0.00","0","0.00","Embryo_Assessment","FALSE","4"
"2023-02-22","Lab_CHN_02","ICSI_02","ICSI_Workstation","18.00","4.50","0.25","13.50","0.00","0.00","0","0.00","ICSI","TRUE","16"
"2024-02-11","Lab_CHN_02","MIC_X1","Microscope","10.00","7.12","0.71","2.88","0.00","0.00","0","0.00","Fertilization_Check","TRUE","3"
"2024-06-20","Lab_CHN_01","MIC_X1","Microscope","18.00","10.56","0.59","7.44","0.00","0.00","0","0.00","IVF","TRUE","7"
"2023-02-01","Lab_CHN_01","ICSI_01","ICSI_Workstation","18.00","14.98","0.83","3.02","0.00","0.00","0","0.00","Embryo_Assessment","TRUE","11"
"2023-04-24","Lab_CHN_01","INC_A1","Incubator","18.00","11.79","0.65","6.21","0.00","0.00","0","0.00","Fertilization_Check","TRUE","15"
"2023-05-07","Lab_CHN_02","INC_B1","Incubator","10.00","8.56","0.86","1.44","0.00","0.00","0","0.00","Fertilization_Check","TRUE","3"
"2024-02-08","Lab_CHN_02","MIC_X1","Microscope","18.00","8.52","0.47","9.48","0.00","0.00","0","0.00","IVF","TRUE","5"
"2024-05-23","Lab_CHN_01","ICSI_01","ICSI_Workstation","18.00","7.44","0.41","10.56","0.00","0.00","2","52.10","Embryo_Assessment","TRUE","8"
"2024-03-01","Lab_CHN_01","ICSI_01","ICSI_Workstation","18.00","5.02","0.28","12.98","0.00","0.00","0","0.00","Fertilization_Check","TRUE","11"
"2024-08-27","Lab_CHN_01","ICSI_02","ICSI_Workstation","18.00","13.02","0.72","4.98","0.00","0.00","2","73.60","ICSI","FALSE","8"
"2023-06-04","Lab_CHN_01","INC_A2","incubator","10.00","9.70","0.97","0.30","0.00","0.00","0","0.00","ICSI","FALSE","5"
"2023-03-22","Lab_CHN_02","INC_B1","incubator","18.00","10.06","0.56","7.94","0.00","0.00","1","32.70","IVF","FALSE","11"
"2023-03-15","Lab_CHN_02","MIC_X2","Microscope","18.00","14.85","0.82","3.15","0.00","0.00","0","0.00","Embryo_Assessment","TRUE","6"
"2023-06-04","Lab_CHN_01","INC_B1","incubator","10.00","7.31","0.73","2.69","0.00","0.00","0","0.00","Embryo_Assessment","TRUE","4"
"2023-07-21","Lab_CHN_02","INC_A1","incubator","18.00","10.07","0.56","7.93","0.00","0.00","0","0.00","ICSI","TRUE","9"
"2023-08-18","Lab_CHN_02","INC_A2","incubator","18.00","10.96","0.61","7.04","0.00","0.00","0","0.00","ICSI","FALSE","7"
"2023-05-18","Lab_CHN_02","INC_B1","incubator","18.00","13.48","0.75","4.52","0.00","0.00","0","0.00","Embryo_Assessment","TRUE","10"
"2024-11-18","Lab_CHN_01","ICSI_02","ICSI_Workstation","18.00","14.98","0.83","3.02","0.00","0.00","0","0.00","Fertilization_Check","TRUE","7"
"2023-10-05","Lab_CHN_01","INC_A1","incubator","18.00","13.23","0.74","4.77","0.00","0.00","0","0.00","Embryo_Assessment","FALSE","7"
"2024-09-25","Lab_CHN_02","INC_B1","incubator","18.00","9.40","0.52","8.60","0.00","0.00","0","0.00","Embryo_Assessment","FALSE","10"
"2023-04-04","Lab_CHN_02","ICSI_01","ICSI_Workstation","18.00","9.31","0.52","8.69","0.00","0.00","0","0.00","Fertilization_Check","TRUE","9"
"2023-12-29","Lab_CHN_02","ICSI_01","ICSI_Workstation","18.00","11.82","0.66","6.18","0.00","0.00","0","0.00","Fertilization_Check","FALSE","9"
"2024-01-12","Lab_CHN_02","MIC_X1","Microscope","18.00","16.20","0.90","1.80","0.00","0.00","0","0.00","ICSI","TRUE","8"
"2024-09-28","Lab_CHN_02","ICSI_02","ICSI_Workstation","10.00","7.92",\N,"2.08","0.00","0.00","0","0.00","ICSI","TRUE","-1"
"2023-04-27","Lab_CHN_01","INC_B1","Incubator","18.00","12.57","0.70","5.43","0.00","0.00","1","100.80","IVF","FALSE","11"
"2024-05-10","Lab_CHN_02","MIC_X1","Microscope","18.00","16.20","0.90","1.80","0.00","0.00","0","0.00","IVF","TRUE","15"
"2023-03-24","Lab_CHN_01","MIC_X1","Microscope","18.00","6.31","0.35","11.69","0.00","0.00","0","0.00","ICSI","TRUE","11"
"2024-09-21","Lab_CHN_02","MIC_X1","Microscope","10.00","7.05","0.70","2.95","0.00","0.00","0","0.00","IVF","TRUE","3"
"2023-05-17","Lab_CHN_01","MIC_X1","Microscope","18.00","14.14","0.79","3.86","0.00","0.00","0","0.00","Fertilization_Check","TRUE","11"
"2023-04-05","Lab_CHN_01","INC_A2","incubator","18.00","12.95","0.72","5.05","0.00","0.00","0","0.00","ICSI","TRUE","7"
"2024-05-27","Lab_CHN_02","INC_A2","Incubator","18.00","15.21","0.85","2.79","0.00","0.00","0","0.00","Fertilization_Check","TRUE","8"
"2024-11-09","Lab_CHN_01","INC_A2","incubator","10.00","5.45","0.55","4.55","0.00","0.00","0","0.00","Embryo_Assessment","TRUE","7"
"2023-08-24","Lab_CHN_02","MIC_X1","Microscope","18.00","8.71","0.48","9.29","0.00","0.00","0","0.00","IVF","TRUE","4"
"2024-08-05","Lab_CHN_02","ICSI_02","ICSI_Workstation","18.00","12.54","0.70","5.46","0.00","0.00","0","0.00","ICSI","FALSE","9"
"2024-10-19","Lab_CHN_01","INC_B1","Incubator","10.00","8.92","0.89","1.08","0.00","0.00","2","24.90","Embryo_Assessment","FALSE","4"
"2024-09-16","Lab_CHN_01","INC_A1","Incubator","18.00","14.56","0.81","3.44","0.00","0.00","1","41.50","Fertilization_Check","FALSE","8"
"2023-08-29","Lab_CHN_01","MIC_X1","Microscope","18.00","3.74","0.21","14.26","0.00","0.00","0","0.00","ICSI","TRUE","10"
"2023-12-08","Lab_CHN_02","INC_B1","incubator","18.00","16.34","0.91","1.66","0.00","0.00","2","71.20","Embryo_Assessment","FALSE","11"
"2024-05-12","Lab_CHN_02","MIC_X2","Microscope","10.00","5.42","0.54","4.58","0.00","0.00","0","0.00","Fertilization_Check","TRUE","1"
"2024-10-30","Lab_CHN_01","INC_B1","incubator","18.00","12.40","0.69","5.60","0.00","0.00","0","0.00","IVF","TRUE","8"
"2023-07-27","Lab_CHN_02","MIC_X1","Microscope","18.00","11.30","0.63","6.70","0.00","0.00","0","0.00","IVF","TRUE","12"
"2023-01-03","Lab_CHN_01","ICSI_02","ICSI_Workstation","18.00","5.74","0.32","12.26","0.00","0.00","0","0.00","IVF","TRUE","7"
"2023-07-05","Lab_CHN_01","MIC_X2","Microscope","18.00","7.01","0.39","10.99","0.00","0.00","0","0.00","Embryo_Assessment","TRUE","8"
"2023-06-18","Lab_CHN_02","ICSI_01","ICSI_Workstation","10.00","6.79","0.68","3.21","0.00","0.00","0","0.00","Fertilization_Check","FALSE","3"
"2024-09-01","Lab_CHN_01","MIC_X1","Microscope","10.00","2.03","0.20","7.97","0.00","0.00","1","40.80","Fertilization_Check","TRUE","3"
"2024-09-21","Lab_CHN_01","INC_A2","Incubator","10.00","8.65","0.86","1.35","0.00","0.00","0","0.00","IVF","FALSE","5"
"2024-11-07","Lab_CHN_01","ICSI_02","ICSI_Workstation","18.00","16.72","0.93","1.28","0.00","0.00","0","0.00","Fertilization_Check","TRUE","10"
"2023-06-27","Lab_CHN_01","INC_A2","incubator","18.00","13.79","0.77","1.86","2.35","0.00","1","113.40","ICSI","TRUE","12"
"2024-08-18","Lab_CHN_02","MIC_X1","Microscope","10.00","4.56","0.46","5.44","0.00","0.00","0","0.00","ICSI","TRUE","0"
"2024-09-10","Lab_CHN_01","INC_B1","incubator","18.00","11.41","0.63","6.59","0.00","0.00","0","0.00","Embryo_Assessment","TRUE","10"
"2023-11-01","Lab_CHN_02","INC_A2","Incubator","18.00","13.34","0.74","4.66","0.00","0.00","0","0.00","Embryo_Assessment","FALSE","8"
"2024-08-23","Lab_CHN_01","INC_A1","Incubator","18.00","14.44","0.80","3.56","0.00","0.00","0","0.00","Fertilization_Check","TRUE","14"
"2023-04-01","Lab_CHN_01","INC_A1","Incubator","10.00","3.67","0.37","2.55","0.00","3.78","0","0.00","Embryo_Assessment","TRUE","5"
"2023-11-24","Lab_CHN_01","ICSI_01","ICSI_Workstation","18.00","15.65","0.87","2.35","0.00","0.00","0","0.00","Embryo_Assessment","FALSE","7"
"2024-05-04","Lab_CHN_01","MIC_X2","Microscope","10.00","5.25","0.52","4.75","0.00","0.00","0","0.00","Embryo_Assessment","TRUE","1"
"2023-01-16","Lab_CHN_02","INC_A2","Incubator","18.00","11.35","0.63","6.65","0.00","0.00","0","0.00","Embryo_Assessment","FALSE","8"
"2023-02-06","Lab_CHN_02","ICSI_02","ICSI_Workstation","18.00","12.66","0.70","5.34","0.00","0.00","1","88.90","ICSI","FALSE","16"
"2024-09-12","Lab_CHN_01","MIC_X1","Microscope","18.00","6.48","0.36","11.52","0.00","0.00","0","0.00","Fertilization_Check","TRUE","10"
"2023-10-23","Lab_CHN_02","INC_B1","incubator","18.00","9.03","0.50","8.97","0.00","0.00","0","0.00","Fertilization_Check","TRUE","10"
"2023-05-03","Lab_CHN_01","MIC_X2","Microscope","18.00","8.24","0.46","9.76","0.00","0.00","0","0.00","Fertilization_Check","TRUE","16"
"2024-03-20","Lab_CHN_02","ICSI_01","ICSI_Workstation","18.00","4.91","0.27","13.09","0.00","0.00","0","0.00","Embryo_Assessment","TRUE","9"
"2023-08-25","Lab_CHN_02","MIC_X2","Microscope","18.00","10.38","0.58","7.62","0.00","0.00","0","0.00","ICSI","TRUE","15"
"2023-04-30","Lab_CHN_01","ICSI_02","ICSI_Workstation","10.00","2.49","0.25","6.42","0.00","1.09","0","0.00","Embryo_Assessment","FALSE","4"
"2023-02-02","Lab_CHN_01","MIC_X2","Microscope","18.00","10.11","0.56","7.89","0.00","0.00","0","0.00","Fertilization_Check","TRUE","9"
"2024-04-04","Lab_CHN_02","ICSI_02","ICSI_Workstation","18.00","4.94","0.27","13.06","0.00","0.00","0","0.00","Fertilization_Check","FALSE","9"
"2024-08-22","Lab_CHN_01","MIC_X2","Microscope","18.00","9.38","0.52","8.62","0.00","0.00","1","25.90","IVF","TRUE","14"
"2024-07-18","Lab_CHN_02","INC_B1","incubator","18.00","15.44","0.86","1.66","0.90","0.00","0","0.00","Embryo_Assessment","FALSE","8"
"2023-08-31","Lab_CHN_02","INC_A2","incubator","18.00","11.71","0.65","6.29","0.00","0.00","0","0.00","Embryo_Assessment","TRUE","11"
"2024-05-29","Lab_CHN_01","MIC_X1","Microscope","18.00","12.53","0.70","5.47","0.00","0.00","0","0.00","Fertilization_Check","TRUE","7"
"2023-03-24","Lab_CHN_02","ICSI_02","ICSI_Workstation","18.00","5.82","0.32","12.18","0.00","0.00","0","0.00","Embryo_Assessment","TRUE","11"
"2023-07-09","Lab_CHN_01","INC_A2","Incubator","10.00","6.98","0.70","3.02","0.00","0.00","0","0.00","ICSI","FALSE","5"
"2023-10-29","Lab_CHN_02","ICSI_02","ICSI_Workstation","10.00","2.81","0.28","7.19","0.00","0.00","0","0.00","IVF","TRUE","8"
"2023-05-20","Lab_CHN_02","INC_A1","incubator","10.00","7.95","0.80","2.05","0.00","0.00","0","0.00","Embryo_Assessment","FALSE","5"
"2024-03-23","Lab_CHN_02","MIC_X1","Microscope","10.00","3.79","0.38","6.21","0.00","0.00","0","0.00","Embryo_Assessment","TRUE","6"
"2024-11-27","Lab_CHN_01","INC_A1","Incubator","18.00","15.76","0.88","2.24","0.00","0.00","0","0.00","ICSI","FALSE","7"
"2024-09-29","Lab_CHN_01","MIC_X2","Microscope","10.00","3.50","0.35","6.50","0.00","0.00","0","0.00","Embryo_Assessment","TRUE","1"
"2024-12-18","Lab_CHN_02","MIC_X2","Microscope","18.00","5.08","0.28","12.92","0.00","0.00","0","0.00","Fertilization_Check","TRUE","12"
"2023-02-27","Lab_CHN_02","INC_A1","incubator","18.00","14.42","0.80","2.91","0.67","0.00","1","51.70","Embryo_Assessment","FALSE","13"
"2024-07-20","Lab_CHN_02","INC_B1","Incubator","10.00","5.86","0.59","4.14","0.00","0.00","0","0.00","Fertilization_Check","FALSE","3"
"2023-04-12","Lab_CHN_02","MIC_X1","Microscope","18.00","3.90","0.22","14.10","0.00","0.00","1","73.60","Fertilization_Check","TRUE","13"
"2024-09-28","Lab_CHN_01","INC_B1","incubator","10.00","6.07","0.61","3.93","0.00","0.00","0","0.00","Fertilization_Check","TRUE","3"
"2023-07-08","Lab_CHN_02","INC_B1","Incubator","10.00","9.59","0.96","0.41","0.00","0.00","0","0.00","Embryo_Assessment","FALSE","7"
"2024-11-19","Lab_CHN_02","INC_A1","incubator","18.00","12.34","0.69","5.66","0.00","0.00","0","0.00","ICSI","FALSE","11"
"2023-08-09","Lab_CHN_01","ICSI_01","ICSI_Workstation","18.00","15.58","0.87","0.90","1.52","0.00","0","0.00","IVF","TRUE","11"
"2023-03-28","Lab_CHN_01","INC_A2","incubator","18.00","13.10","0.73","4.90","0.00","0.00","0","0.00","ICSI","TRUE","9"
"2023-04-04","Lab_CHN_02","MIC_X2","Microscope","18.00","6.99","0.39","11.01","0.00","0.00","0","0.00","Fertilization_Check","TRUE","8"
"2024-09-09","Lab_CHN_02","INC_A2","Incubator","18.00","15.28","0.85","2.72","0.00","0.00","1","105.00","ICSI","TRUE","9"
"2024-11-30","Lab_CHN_01","INC_A2","incubator","10.00","8.53","0.85","1.47","0.00","0.00","0","0.00","ICSI","TRUE","7"
"2023-09-18","Lab_CHN_02","INC_A2","Incubator","18.00","14.24","0.79","3.76","0.00","0.00","1","19.60","Embryo_Assessment","FALSE","5"
"2023-09-02","Lab_CHN_01","INC_B1","incubator","10.00","9.20","0.92","0.80","0.00","0.00","0","0.00","Fertilization_Check","TRUE","2"
"2024-08-04","Lab_CHN_02","MIC_X2","Microscope","10.00","2.41","0.24","7.59","0.00","0.00","0","0.00","ICSI","TRUE","2"
"2023-04-20","Lab_CHN_02","INC_B1","Incubator","18.00","10.65","0.59","7.35","0.00","0.00","0","0.00","ICSI","TRUE","6"
"2023-01-27","Lab_CHN_02","INC_A2","Incubator","18.00","11.83","0.66","6.17","0.00","0.00","0","0.00","ICSI","FALSE","13"
"2024-04-15","Lab_CHN_01","INC_A1","Incubator","18.00","9.91","0.55","8.09","0.00","0.00","0","0.00","Embryo_Assessment","TRUE","10"
"2024-02-17","Lab_CHN_01","INC_A1","Incubator","10.00","5.94","0.59","4.06","0.00","0.00","0","0.00","ICSI","FALSE","6"
"2024-01-19","Lab_CHN_02","ICSI_01","ICSI_Workstation","18.00","7.09","0.39","10.91","0.00","0.00","0","0.00","Fertilization_Check","TRUE","10"
"2023-09-14","Lab_CHN_01","INC_A1","Incubator","18.00","14.44","0.80","3.56","0.00","0.00","0","0.00","IVF","FALSE","11"
"2023-11-04","Lab_CHN_02","INC_B1","incubator","10.00","3.71","0.37","6.29","0.00","0.00","1","27.10","Fertilization_Check","TRUE","5"
"2023-06-08","Lab_CHN_01","MIC_X1","Microscope","18.00","15.83","0.88","2.17","0.00","0.00","0","0.00","IVF","TRUE","10"
"2024-11-24","Lab_CHN_01","MIC_X2","Microscope","10.00","2.22","0.22","7.78","0.00","0.00","0","0.00","ICSI","TRUE","1"
"2024-12-27","Lab_CHN_01","INC_B1","incubator","18.00","11.06","0.61","6.94","0.00","0.00","2","34.40","IVF","TRUE","9"
"2023-09-24","Lab_CHN_01","INC_A2","Incubator","10.00","2.13","0.21","5.26","0.00","2.61","0","0.00","Fertilization_Check","TRUE","4"
"2024-05-06","Lab_CHN_02","INC_B1","incubator","18.00","13.28","0.74","4.72","0.00","0.00","0","0.00","Embryo_Assessment","TRUE","8"
"2024-02-01","Lab_CHN_02","ICSI_01","ICSI_Workstation","18.00","3.55","0.20","10.69","-0.50","0.00","1","29.10","Fertilization_Check","TRUE","9"
"2024-10-16","Lab_CHN_02","ICSI_02","ICSI_Workstation","18.00","11.82","0.66","6.18","0.00","0.00","0","0.00","ICSI","FALSE","8"
"2024-05-12","Lab_CHN_01","ICSI_02","ICSI_Workstation","10.00","7.83","0.78","2.17","0.00","0.00","0","0.00","ICSI","FALSE","5"
"2023-10-24","Lab_CHN_02","INC_A1","incubator","18.00","14.56","0.81","3.44","0.00","0.00","0","0.00","ICSI","TRUE","5"
"2024-08-31","Lab_CHN_02","INC_A1","Incubator","10.00","7.18","0.72","2.82","0.00","0.00","0","0.00","Embryo_Assessment","TRUE","4"
"2024-12-11","Lab_CHN_02","MIC_X1","Microscope","18.00","12.52","0.70","5.48","0.00","0.00","0","0.00","IVF","TRUE","8"
"2024-12-01","Lab_CHN_01","ICSI_01","ICSI_Workstation","10.00","5.52","0.55","4.48","0.00","0.00","2","117.80","Embryo_Assessment","TRUE","5"
"2023-12-09","Lab_CHN_02","ICSI_01","ICSI_Workstation","10.00","5.05","0.50","4.95","0.00","0.00","0","0.00","ICSI","TRUE","2"
"2024-08-05","Lab_CHN_02","MIC_X1","Microscope","18.00","7.25","0.40","10.75","0.00","0.00","0","0.00","Fertilization_Check","TRUE","7"
"2024-09-17","Lab_CHN_01","INC_A2","incubator","18.00","11.90","0.66","6.10","0.00","0.00","0","0.00","IVF","FALSE","13"
"2024-10-16","Lab_CHN_02","INC_A2","incubator","18.00","11.89","0.66","6.11","0.00","0.00","1","83.60","Embryo_Assessment","FALSE","10"
"2023-11-23","Lab_CHN_02","ICSI_02","ICSI_Workstation","18.00","10.76","0.60","7.24","0.00","0.00","0","0.00","Embryo_Assessment","TRUE","8"
"2023-12-09","Lab_CHN_01","MIC_X1","Microscope","10.00","4.24","0.42","5.76","0.00","0.00","0","0.00","ICSI","TRUE","3"
"2024-09-11","Lab_CHN_02","MIC_X2","Microscope","18.00","2.70","0.15","15.30","0.00","0.00","0","0.00","ICSI","TRUE","14"
"2024-12-22","Lab_CHN_01","INC_A2","Incubator","10.00",\N,"0.98","0.24","0.00","0.00","0","0.00","Embryo_Assessment","TRUE","5"
"2024-06-21","Lab_CHN_02","ICSI_02","ICSI_Workstation","18.00","12.19","0.68","5.81","0.00","0.00","0","0.00","IVF","TRUE","12"
"2024-01-13","Lab_CHN_02","INC_B1","Incubator","10.00","6.93","0.69","3.07","0.00","0.00","0","0.00","ICSI","TRUE","2"
"2023-05-26","Lab_CHN_02","INC_A2","incubator","18.00","12.83",\N,"5.17","0.00","0.00","0","0.00","IVF","TRUE","13"
"2023-04-09","Lab_CHN_02","INC_A1","incubator","10.00","9.04","0.90","0.96","0.00","0.00","0","0.00","Embryo_Assessment","TRUE","1"
"2023-07-27","Lab_CHN_01","MIC_X1","Microscope","18.00","6.74","0.37","11.26","0.00","0.00","0","0.00","Fertilization_Check","TRUE","11"
"2024-03-11","Lab_CHN_02","MIC_X2","Microscope","18.00","3.23","0.18","14.77","0.00","0.00","0","0.00","Fertilization_Check","TRUE","10"
"2024-10-29","Lab_CHN_01","INC_A2","incubator","18.00","9.71","0.54","8.29","0.00","0.00","0","0.00","Fertilization_Check","FALSE","10"
"2023-12-15","Lab_CHN_02","MIC_X1","Microscope","18.00","5.58","0.31","12.42","0.00","0.00","0","0.00","Fertilization_Check","TRUE","15"
"2024-08-16","Lab_CHN_01","MIC_X1","Microscope","18.00","8.75","0.49","9.25","0.00","0.00","0","0.00","Fertilization_Check","TRUE","15"
"2024-03-12","Lab_CHN_01","MIC_X2","Microscope","18.00","8.65","0.48","9.35","0.00","0.00","0","0.00","Fertilization_Check","TRUE","5"
"2024-01-09","Lab_CHN_01","ICSI_02","ICSI_Workstation","18.00","13.77","0.76","4.23","0.00","0.00","1","58.60","Fertilization_Check","TRUE","16"
"2024-01-26","Lab_CHN_02","ICSI_01","ICSI_Workstation","18.00","9.42","0.52","8.58","0.00","0.00","0","0.00","Fertilization_Check","TRUE","11"
"2024-12-17","Lab_CHN_02","MIC_X2","Microscope","18.00","2.71","0.15","15.29","0.00","0.00","1","48.30","Fertilization_Check","TRUE","7"
"2024-05-14","Lab_CHN_01","MIC_X2","Microscope","18.00","9.58","0.53","8.42","0.00","0.00","0","0.00","ICSI","TRUE","12"
"2023-01-16","Lab_CHN_02","MIC_X2","Microscope","18.00","4.94","0.27","13.06","0.00","0.00","0","0.00","Fertilization_Check","TRUE","9"
"2024-04-21","Lab_CHN_02","INC_B1","incubator","10.00","6.62","0.66","3.38","0.00","0.00","0","0.00","Embryo_Assessment","FALSE","3"
"2024-05-02","Lab_CHN_01","MIC_X1","Microscope","18.00","11.73","0.65","6.27","0.00","0.00","0","0.00","Embryo_Assessment","TRUE","11"
"2024-09-10","Lab_CHN_02","MIC_X2","Microscope","18.00","8.84","0.49","9.16","0.00","0.00","1","111.30","ICSI","TRUE","10"
"2024-08-15","Lab_CHN_02","INC_A1","incubator","18.00","10.04","0.56","7.96","0.00","0.00","0","0.00","Embryo_Assessment","TRUE","8"
"2024-06-14","Lab_CHN_02","MIC_X1","Microscope","18.00","5.84","0.32","12.16","0.00","0.00","1","45.40","ICSI","TRUE","11"
"2024-10-14","Lab_CHN_02","INC_B1","Incubator","18.00","13.65","0.76","4.35","0.00","0.00","1","62.00","IVF","FALSE","15"
"2023-12-20","Lab_CHN_01","ICSI_02","ICSI_Workstation","18.00","7.81","0.43","10.19","0.00","0.00","0","0.00","Embryo_Assessment","FALSE","8"
"2023-09-16","Lab_CHN_01","ICSI_02","ICSI_Workstation","10.00","3.44","0.34","6.56","0.00","0.00","0","0.00","ICSI","FALSE","5"
"2024-04-03","Lab_CHN_02","INC_A1","incubator","18.00","7.09","0.39","10.91","0.00","0.00","0","0.00","IVF","TRUE","14"
"2023-12-07","Lab_CHN_01","INC_B1","incubator","18.00","13.58","0.75","4.42","-0.50","0.00","0","0.00","Fertilization_Check","FALSE","7"
"2023-04-25","Lab_CHN_01","MIC_X1","Microscope","18.00","6.89","0.38","8.10","0.00","3.01","0","0.00","Fertilization_Check","TRUE","3"
"2024-08-25","Lab_CHN_02","INC_B1","incubator","10.00","6.69","0.67","3.31","0.00","0.00","0","0.00","IVF","FALSE","4"
"2023-05-19","Lab_CHN_01","INC_A1","incubator","18.00","10.53","0.58","7.47","0.00","0.00","1","58.10","Embryo_Assessment","FALSE","8"
"2024-06-18","Lab_CHN_01","INC_A1","Incubator","18.00","17.64","0.98","0.36","0.00","0.00","0","0.00","IVF","TRUE","10"
\N,"Lab_CHN_02","INC_A1","incubator","18.00","13.38","0.74","4.62","0.00","0.00","0","0.00","Fertilization_Check","TRUE","8"
"2023-02-03","Lab_CHN_01","INC_A1","Incubator","18.00","12.66","0.70","1.45","0.00","3.89","0","0.00","ICSI","TRUE","8"
"2023-02-18","Lab_CHN_02","ICSI_02","ICSI_Workstation","10.00","7.74","0.77","2.26","0.00","0.00","0","0.00","Embryo_Assessment","FALSE","3"
"2023-01-27","Lab_CHN_01","ICSI_01","ICSI_Workstation","18.00","11.91","0.66","6.09","0.00","0.00","1","114.80","Embryo_Assessment","FALSE","11"
"2023-01-19","Lab_CHN_01","ICSI_01","ICSI_Workstation","18.00","8.08","0.45","9.92","0.00","0.00","0","0.00","Fertilization_Check","TRUE","13"
"2023-09-25","Lab_CHN_01","ICSI_02","ICSI_Workstation","18.00","9.84","0.55","8.16","0.00","0.00","1","37.80","Fertilization_Check","TRUE","10"
"2024-04-07","Lab_CHN_02","MIC_X2","Microscope","10.00","5.99","0.60","4.01","0.00","0.00","0","0.00","Fertilization_Check","TRUE","5"
"2023-10-07","Lab_CHN_02","MIC_X2","Microscope","10.00","2.16","0.22","7.84","0.00","0.00","0","0.00","ICSI","TRUE","3"
"2023-07-20","Lab_CHN_01","INC_B1","incubator","18.00",\N,"0.63","6.65","0.00","0.00","0","0.00","ICSI","TRUE","11"
"2024-12-09","Lab_CHN_02","ICSI_01","ICSI_Workstation","18.00","5.89","0.33","12.11","0.00","0.00","0","0.00","ICSI","FALSE","7"
"2023-10-19","Lab_CHN_02","MIC_X1","Microscope","18.00","10.11","0.56","7.89","0.00","0.00","1","88.00","IVF","TRUE","10"
"2024-01-08","Lab_CHN_01","INC_A2","incubator","18.00","12.83","0.71","5.17","0.00","0.00","1","43.40","Embryo_Assessment","TRUE","2"
"2023-02-17","Lab_CHN_01","ICSI_02","ICSI_Workstation","18.00","13.87","0.77","4.13","0.00","0.00","0","0.00","Fertilization_Check","FALSE","16"
"2023-09-19","Lab_CHN_01","MIC_X2","Microscope","18.00","15.14","0.84","2.86","0.00","0.00","0","0.00","IVF","TRUE","10"
"2023-10-05","Lab_CHN_01","MIC_X1","Microscope","18.00","10.60","0.59","7.40","0.00","0.00","0","0.00","Fertilization_Check","TRUE","4"
"2023-12-15","Lab_CHN_02","ICSI_01","ICSI_Workstation","18.00","9.40","0.52","8.60","0.00","0.00","0","0.00","ICSI","TRUE","14"
